Timestamp,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,SpO2,BPM,PiezoVal,AnimalTemp,EnvTemp,EnvHumid,Behavior_Label
11:37:05.156,-3.38,68.85,16.55,-0.75,0.00,0.00,98,0,230,36.69,30.30,80.90,RESTING
11:37:05.465,-3.38,68.85,16.55,-0.75,0.00,0.00,98,0,215,36.69,30.30,80.90,RESTING
11:37:05.695,-3.38,68.85,16.55,-0.75,0.00,0.00,98,0,192,36.69,30.30,80.90,RESTING
11:37:05.985,-3.38,68.85,16.55,-0.75,0.00,0.00,98,0,208,36.69,30.30,81.60,RESTING
11:37:06.283,-3.38,68.85,16.55,-0.75,0.00,0.00,98,0,192,36.69,30.30,81.60,RESTING
11:37:06.590,-3.38,68.85,16.55,-0.75,0.00,0.00,98,0,147,36.62,30.30,81.60,RESTING
11:37:06.833,-3.38,68.85,16.55,-0.75,0.00,0.00,98,0,43,36.62,30.30,81.60,RESTING
11:37:07.118,-3.38,68.85,16.55,-0.75,0.00,0.00,98,0,253,36.62,30.30,81.60,RESTING
11:37:07.409,-3.38,68.85,16.55,-0.75,0.00,0.00,98,0,240,36.69,30.30,81.60,RESTING
11:37:07.717,-3.38,68.85,16.55,-0.75,0.00,0.00,98,0,189,36.69,30.30,81.60,RESTING
11:37:08.024,-3.38,68.85,16.55,-0.75,0.00,0.00,98,0,162,36.69,30.30,81.60,RESTING
11:37:08.265,-3.38,68.85,16.55,-0.75,0.00,0.00,98,0,181,36.69,30.30,81.50,RESTING
11:37:08.564,-3.38,68.85,16.55,-0.75,0.00,0.00,98,0,202,36.69,30.30,81.50,RESTING
11:37:08.843,-3.38,68.85,16.55,-0.75,0.00,0.00,98,0,222,36.69,30.30,81.50,RESTING
11:37:09.151,-3.38,68.85,16.55,-0.75,0.00,0.00,98,0,222,36.69,30.30,81.50,RESTING
11:37:09.390,-3.38,68.85,16.55,-0.75,0.00,0.00,98,0,193,36.69,30.30,81.50,RESTING
11:37:09.674,-3.38,68.85,16.55,-0.75,0.00,0.00,98,0,210,36.69,30.30,81.50,RESTING
11:37:09.970,-3.38,68.85,16.55,-0.75,0.00,0.00,98,0,205,36.69,30.30,81.50,RESTING
11:37:10.275,-3.38,68.85,16.55,-0.75,0.00,0.00,98,0,147,36.69,30.30,81.50,RESTING
11:37:10.583,-3.38,68.85,16.55,-0.75,0.00,0.00,98,0,75,36.69,30.30,81.30,RESTING
11:37:10.813,-3.38,68.85,16.55,-0.75,0.00,0.00,98,0,179,36.69,30.30,81.30,RESTING
11:37:11.098,-3.38,68.85,16.55,-0.75,0.00,0.00,98,0,191,36.69,30.30,81.30,RESTING
11:37:11.404,-3.38,68.85,16.55,-0.75,0.00,0.00,98,0,178,36.69,30.30,81.30,RESTING
11:37:11.710,-3.38,68.85,16.55,-0.75,0.00,0.00,98,0,159,36.69,30.30,81.30,RESTING
11:37:11.950,-3.38,68.85,16.55,-0.75,0.00,0.00,98,0,198,36.69,30.30,81.30,RESTING
11:37:12.233,-3.38,68.85,16.55,-0.75,0.00,0.00,98,0,245,36.69,30.30,81.30,RESTING
11:37:12.530,-3.38,68.85,16.55,-0.75,0.00,0.00,98,0,229,36.62,30.30,81.30,RESTING
11:37:12.836,-3.38,68.85,16.55,-0.75,0.00,0.00,98,0,221,36.62,30.30,81.50,RESTING
11:37:13.144,-3.38,68.85,16.55,-0.75,0.00,0.00,98,0,206,36.62,30.30,81.50,RESTING
