Timestamp,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,SpO2,BPM,PiezoVal,AnimalTemp,EnvTemp,EnvHumid,Behavior_Label
3.53,9.00,0.55,-0.06,-0.03,-0.00,98,0,0,35.19,33.10,73.20,AMBULATING
3.93,9.12,0.61,-0.07,-0.03,-0.05,98,0,0,35.19,33.10,73.20,AMBULATING
4.08,9.09,0.52,-0.06,-0.05,-0.01,98,0,0,35.19,33.10,73.20,AMBULATING
4.07,9.09,0.65,-0.05,0.02,-0.07,98,0,0,35.19,33.10,73.20,AMBULATING
4.27,9.32,0.43,-0.14,-0.08,-0.01,98,0,0,35.19,33.10,73.20,AMBULATING
3.93,9.02,0.42,-0.10,0.01,-0.04,98,0,0,35.19,33.10,73.20,AMBULATING
3.77,9.07,0.49,-0.09,-0.02,-0.02,98,0,0,35.19,33.10,73.20,AMBULATING
3.74,9.16,0.48,-0.05,0.01,-0.05,98,0,0,35.19,33.10,73.20,AMBULATING
3.35,9.16,0.54,-0.03,0.03,-0.05,98,0,0,35.19,33.10,73.20,AMBULATING
3.71,9.28,0.62,-0.08,-0.03,-0.05,98,0,0,35.19,33.10,73.20,AMBULATING
4.08,9.08,0.57,-0.06,-0.08,-0.01,98,0,0,35.19,33.10,73.20,AMBULATING
3.94,9.00,0.53,-0.03,-0.02,-0.02,98,0,0,35.19,33.10,73.20,AMBULATING
3.86,9.11,0.58,-0.03,-0.02,-0.06,98,0,0,35.19,33.10,73.20,AMBULATING
4.10,9.23,0.65,-0.06,-0.03,-0.06,98,0,0,35.19,33.10,73.20,AMBULATING
4.00,9.23,0.41,-0.10,-0.05,-0.02,98,0,0,35.19,33.10,73.20,AMBULATING
3.79,9.20,0.52,-0.11,-0.03,-0.02,98,0,0,35.19,33.10,73.20,AMBULATING
3.67,9.08,0.49,-0.09,-0.04,-0.01,98,0,0,35.19,33.10,73.20,AMBULATING
3.57,9.22,0.47,-0.05,0.00,-0.04,98,0,0,35.19,33.10,73.20,AMBULATING
3.51,9.18,0.53,-0.06,-0.00,-0.03,98,0,0,35.19,33.10,73.20,AMBULATING
3.80,9.14,0.59,-0.05,-0.02,-0.06,98,0,0,35.19,33.10,73.20,AMBULATING
3.89,9.07,0.54,-0.06,-0.05,-0.02,98,0,0,35.19,33.10,73.20,AMBULATING
3.89,8.99,0.55,-0.04,-0.01,-0.06,98,0,0,35.19,33.10,73.20,AMBULATING
4.07,9.30,0.60,-0.04,-0.01,-0.07,98,0,0,35.19,33.10,73.20,AMBULATING
4.30,9.36,0.06,-0.10,0.03,-0.02,98,0,0,35.19,33.10,73.20,AMBULATING
3.97,9.35,-0.08,-0.21,0.19,0.01,98,0,0,35.19,33.10,73.20,AMBULATING
3.86,9.12,0.33,-0.26,0.21,0.02,98,0,0,35.19,33.10,73.20,AMBULATING
3.35,9.09,0.82,-0.18,0.20,0.00,98,0,0,35.19,33.10,73.20,AMBULATING
2.69,9.28,1.09,-0.23,-0.01,-0.01,98,0,0,35.19,33.10,73.20,AMBULATING
3.48,9.50,1.00,-0.38,-0.10,-0.02,98,0,0,35.19,33.10,73.20,AMBULATING
4.01,9.24,1.08,-0.43,-0.18,-0.04,98,0,0,35.19,33.10,73.20,AMBULATING
3.95,8.77,1.19,-0.37,-0.13,-0.03,98,0,0,35.19,33.10,73.10,AMBULATING
4.19,8.84,1.39,-0.19,-0.08,-0.03,98,0,0,35.19,33.10,73.10,AMBULATING
3.82,8.89,1.38,-0.01,-0.24,-0.06,98,0,0,35.19,33.10,73.10,AMBULATING
3.61,9.17,1.40,-0.01,-0.30,-0.05,98,0,0,35.19,33.10,73.10,AMBULATING
3.58,9.16,1.24,-0.02,-0.31,-0.03,98,0,0,35.19,33.10,73.10,AMBULATING
3.50,9.23,1.09,-0.06,-0.28,-0.10,98,0,0,35.19,33.10,73.10,AMBULATING
3.74,9.19,1.11,-0.03,-0.26,-0.05,98,0,0,35.19,33.10,73.10,AMBULATING
3.92,9.31,0.90,-0.03,-0.28,-0.02,98,0,0,35.19,33.10,73.10,AMBULATING
4.02,9.16,1.01,0.03,-0.24,-0.01,98,0,0,35.19,33.10,73.10,AMBULATING
3.82,9.32,0.84,-0.03,-0.21,0.01,98,0,0,35.19,33.10,73.10,AMBULATING
4.33,9.25,0.75,-0.20,-0.27,0.03,98,0,0,35.19,33.10,73.10,AMBULATING
3.86,9.01,0.64,-0.15,-0.20,0.04,98,0,0,35.19,33.10,73.10,AMBULATING
3.91,9.03,0.67,-0.17,-0.16,0.01,98,0,0,35.19,33.10,73.10,AMBULATING
3.81,8.99,0.67,-0.12,-0.12,0.02,98,0,0,35.25,33.10,73.10,AMBULATING
3.76,9.13,0.57,-0.06,-0.08,-0.01,98,0,0,35.25,33.10,73.10,AMBULATING
3.78,9.05,0.80,0.01,0.01,-0.02,98,0,0,35.25,33.10,73.10,AMBULATING
3.95,9.31,0.63,-0.06,-0.06,-0.01,98,0,0,35.25,33.10,73.10,AMBULATING
4.12,8.99,0.74,-0.09,-0.04,0.01,98,0,0,35.25,33.10,73.10,AMBULATING
4.15,9.11,0.59,-0.10,-0.01,0.01,98,0,0,35.25,33.10,73.10,AMBULATING
4.16,9.13,0.67,-0.29,-0.15,0.07,98,0,0,35.25,33.10,73.10,AMBULATING
3.87,8.77,1.05,-0.31,-0.17,-0.03,98,0,0,35.25,33.10,73.10,AMBULATING
3.98,8.99,1.14,-0.32,-0.24,-0.03,98,0,0,35.25,33.10,73.10,AMBULATING
3.81,9.22,1.10,-0.17,-0.18,-0.08,98,0,0,35.25,33.10,73.10,AMBULATING
3.57,9.03,1.14,-0.11,-0.20,-0.05,98,0,0,35.25,33.10,73.10,AMBULATING
3.98,9.07,1.02,-0.03,-0.16,-0.01,98,0,0,35.25,33.10,73.10,AMBULATING
4.14,9.34,0.81,-0.04,-0.19,-0.01,98,0,0,35.25,33.10,73.10,AMBULATING
4.08,9.12,0.96,-0.07,-0.21,0.04,98,0,0,35.25,33.10,73.10,AMBULATING
4.12,9.11,0.95,-0.09,-0.22,0.04,98,0,0,35.25,33.10,73.10,AMBULATING
4.33,9.18,0.73,-0.14,-0.28,0.05,98,0,0,35.25,33.10,73.10,AMBULATING
4.00,8.85,0.84,-0.08,-0.24,0.05,98,0,0,35.25,33.10,73.10,AMBULATING
4.22,9.00,0.73,-0.10,-0.16,0.05,98,0,0,35.25,33.10,73.10,AMBULATING
4.13,9.06,0.70,-0.10,-0.13,0.03,98,0,0,35.25,33.10,73.10,AMBULATING
3.85,8.98,0.73,-0.04,-0.07,0.00,98,0,0,35.25,33.10,73.10,AMBULATING
4.04,9.03,0.67,-0.07,-0.04,0.01,98,0,0,35.25,33.10,73.10,AMBULATING
4.34,8.95,0.72,-0.08,-0.04,-0.01,98,0,0,35.25,33.10,73.10,AMBULATING
4.23,8.97,0.75,-0.02,-0.01,-0.02,98,0,0,35.25,33.10,73.10,AMBULATING
4.28,9.02,0.82,-0.01,-0.00,0.00,98,0,0,35.25,33.10,73.10,AMBULATING
4.30,8.94,0.72,-0.05,-0.01,-0.03,98,0,0,35.25,33.10,73.10,AMBULATING
4.55,9.11,0.67,-0.07,-0.07,-0.02,98,0,0,35.25,33.10,73.10,AMBULATING
4.16,8.84,0.89,-0.02,-0.06,-0.01,98,0,0,35.25,33.10,73.10,AMBULATING
4.31,8.86,1.35,0.02,-0.11,0.00,98,0,0,35.25,33.10,73.10,AMBULATING
4.18,8.91,0.69,0.18,-0.00,-0.02,98,0,0,35.25,33.10,73.10,AMBULATING
3.91,8.94,0.33,0.07,0.04,-0.13,98,0,0,35.25,33.10,73.10,AMBULATING
3.95,8.92,0.23,-0.02,0.10,-0.16,98,0,0,35.25,33.10,73.10,AMBULATING
4.44,9.20,0.27,-0.01,0.09,-0.12,98,0,0,35.25,33.10,73.10,AMBULATING
4.05,9.04,0.43,-0.02,0.06,-0.07,98,0,0,35.25,33.10,73.10,AMBULATING
4.34,9.06,0.58,-0.02,0.03,-0.06,98,0,0,35.31,33.10,73.10,AMBULATING
4.42,9.45,0.55,-0.03,-0.05,-0.02,98,0,0,35.31,33.10,73.10,AMBULATING
3.87,9.02,0.70,-0.09,-0.08,-0.02,98,0,0,35.31,33.10,73.10,AMBULATING
4.08,9.11,0.53,-0.13,-0.08,0.02,98,0,0,35.31,33.10,73.10,AMBULATING
3.94,9.01,0.41,-0.08,-0.07,0.01,98,0,0,35.31,33.10,72.60,AMBULATING
3.75,8.91,0.51,-0.03,-0.03,-0.02,98,0,0,35.31,33.10,72.60,AMBULATING
3.98,9.06,0.48,-0.02,-0.01,-0.02,98,0,0,35.31,33.10,72.60,AMBULATING
4.20,8.94,0.42,-0.04,-0.07,-0.04,98,0,0,35.31,33.10,72.60,AMBULATING
4.21,9.07,0.53,0.00,-0.00,-0.06,98,0,0,35.31,33.10,72.60,AMBULATING
4.19,9.15,0.50,0.00,-0.02,-0.05,98,0,0,35.31,33.10,72.60,AMBULATING
4.34,9.14,0.48,-0.09,-0.09,0.00,98,0,0,35.31,33.10,72.60,AMBULATING
4.16,9.09,0.52,-0.09,-0.04,-0.01,98,0,0,35.31,33.10,72.60,AMBULATING
3.43,9.26,2.67,-0.14,-0.24,0.09,98,0,0,35.31,33.10,72.60,AMBULATING
3.97,9.19,1.73,0.00,-0.58,0.21,98,0,0,35.31,33.10,72.60,AMBULATING
3.79,8.76,0.11,0.04,-0.69,-0.01,98,0,0,35.31,33.10,72.60,AMBULATING
3.96,8.08,-0.76,0.09,-0.69,-0.09,98,0,0,35.31,33.10,72.60,AMBULATING
4.58,8.61,-0.80,0.37,-0.34,-0.17,98,0,0,35.31,33.10,72.60,AMBULATING
4.76,9.96,-0.95,0.30,0.05,-0.15,98,0,0,35.31,33.10,72.60,AMBULATING
4.08,10.00,-0.68,-0.18,0.04,0.08,98,0,0,35.31,33.10,72.60,AMBULATING
4.60,9.30,-0.61,-0.41,-0.07,0.08,98,0,0,35.31,33.10,72.60,AMBULATING
4.39,8.62,-0.53,-0.41,0.12,0.17,98,0,0,35.31,33.10,72.60,AMBULATING
4.42,8.49,-0.40,-0.20,0.22,0.11,98,0,0,35.31,33.10,72.60,AMBULATING
4.28,8.79,-0.20,-0.01,0.34,-0.02,98,0,0,35.31,33.10,72.60,AMBULATING
3.90,8.98,-0.14,0.04,0.32,-0.06,98,0,0,35.31,33.10,72.60,AMBULATING
3.76,9.06,0.26,0.01,0.27,-0.04,98,0,0,35.31,33.10,72.60,AMBULATING
3.96,9.19,0.60,-0.05,0.07,-0.04,98,0,0,35.31,33.10,72.60,AMBULATING
4.40,8.90,0.32,-0.09,-0.10,-0.03,98,0,0,35.31,33.10,72.60,AMBULATING
4.22,8.84,0.79,0.03,-0.09,-0.00,98,0,0,35.31,33.10,72.60,AMBULATING
4.31,8.78,0.62,0.03,-0.28,-0.09,98,0,0,35.31,33.10,72.60,AMBULATING
4.54,9.28,-0.19,-0.15,-0.30,-0.11,98,0,0,35.31,33.10,72.60,AMBULATING
4.56,9.19,-0.36,-0.16,-0.16,-0.06,98,0,0,35.31,33.10,72.60,AMBULATING
4.38,9.21,-0.46,-0.24,-0.02,-0.00,98,0,0,35.31,33.10,72.60,AMBULATING
4.18,9.10,-0.23,-0.17,0.04,0.04,98,0,0,35.31,33.10,72.60,AMBULATING
3.77,8.79,-0.06,-0.10,0.11,0.04,98,0,0,35.31,33.10,72.60,AMBULATING
3.97,8.99,0.12,-0.03,0.05,-0.02,98,0,0,35.31,33.10,72.60,AMBULATING
4.24,8.95,0.19,-0.00,-0.06,-0.02,98,0,0,35.31,33.10,72.60,AMBULATING
4.45,8.90,0.05,-0.01,-0.07,-0.02,98,0,0,35.31,33.10,72.60,AMBULATING
4.35,8.84,0.07,-0.03,-0.02,-0.05,98,0,0,35.31,33.10,72.60,AMBULATING
4.64,9.24,-0.07,-0.08,-0.08,-0.09,98,0,0,35.31,33.10,72.60,AMBULATING
4.20,9.09,-0.20,-0.06,-0.04,-0.02,98,0,0,35.31,33.10,72.60,AMBULATING
4.31,9.08,-0.16,-0.13,0.03,-0.02,98,0,0,35.31,33.10,72.60,AMBULATING
4.10,9.09,-0.07,-0.06,0.00,0.02,98,0,0,35.31,33.10,72.60,AMBULATING
